Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,Tm,C_value,CV_C_value
Lygos,Fabaceae,Fabales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,2.684717403194702,1.2834075161866323,0.3703754073571108,0.8047371650857171,0.49075782387277284,-0.05912342037177889,0.06592454285436955,-0.12842452398780554,1.2513719055381498
Lyonia,Ericaceae,Ericales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.528288095667373,-0.6506825458724149,0.3703754073571108,-1.002785407468128,0.41652357497866865,-0.5586227633407616,1.3623941273443572,-0.4446092678112612,-0.9346868533461822
Lyperanthus,Orchidaceae,Asparagales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.528288095667373,1.941359397114203,-0.04453567217020329,0.05718442353692142,0.4917927089150691,0.9256038557670724,-1.0963390480594593,0.5232280355734711,1.8646695583889008
Lysichiton,Araceae,Alismatales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.5200155130524594,-0.44831876603749937,0.3703754073571108,-2.820442267956896,0.4917927089150691,-0.2161089281620307,0.1715694968260092,0.1983785340934769,0.6111537707534311
Lysimachia,Primulaceae,Ericales,-0.17423282133504175,-0.13306661199076375,0.6233951640487958,-0.05391732393318722,-0.528288095667373,-0.6506825458724149,0.3703754073571108,-1.6022595377672444,0.32954590857741656,4.0795854213712195,0.5026284507833867,-0.21280056620098506,-1.4712088333000943
Lysiosepalum,Malvaceae,Malvales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.3233824238965091,-0.6506825458724149,0.3703754073571108,1.2187952008929985,0.46115869933716463,0.497461561793659,0.1645936103560531,-0.3235318752857729,-0.17945113088786024
Lythrum,Lythraceae,Myrtales,-0.17372933834545626,-0.19842605130500285,-0.6806347492577147,-0.5818451574895072,-0.528288095667373,-0.6506825458724149,0.3703754073571108,0.39598756652104017,0.4917927089150691,-0.20183751836291688,0.42225254280027896,-0.4536516802988955,-0.6121875943545028
Machaeranthera,Asteraceae,Asterales,-0.16814841081561865,-0.1574073651146891,-0.6001852702930328,-0.36670215256956584,-0.45803472439148674,-0.6037052395104684,-1.5862969696647162,-0.3447177847187448,0.41181751863475785,-0.073394830170893,0.1715694968260092,-0.3011363239263447,-0.8823746555531357
Machaerina,Cyperaceae,Poales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.5129790546692574,0.5331455649780126,0.3703754073571108,-1.187529009762429,-2.1208900502728985,0.5545472009901136,-2.469997488778024,-0.4007261395476465,2.6103902301901027
Macroptilium,Fabaceae,Fabales,-0.18384476950921877,-0.36836060575731233,-0.6806347492577147,-0.5818451574895072,2.684717403194702,1.2834075161866323,0.3703754073571108,0.8047371650857171,0.4917927089150691,-0.05912342037177889,0.06592454285436955,-0.4048657122988962,-0.7867413602919238
Madia,Asteraceae,Asterales,-0.13326761375413354,0.2871012410125231,-1.8596357229551825,-0.5818451574895072,-0.45803472439148674,-0.6037052395104684,-1.5862969696647162,-0.3447177847187448,0.41181751863475785,-0.073394830170893,0.1715694968260092,0.02585991578918117,0.47092188437833943
Magnolia,Magnoliaceae,Magnoliales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.528288095667373,-0.6037052395104684,0.3703754073571108,-0.015416248196516246,0.4917927089150691,0.9431941975133892,-0.4883893740159494,0.05481178274932827,-0.16805142854491273
